интервью личное ;Интервью личное ;метод исследования рынка путем сбора информации в процессе личного контакта (опроса, беседы) интервьюера с респондентами.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Personal interview 
интервью на дому ;Интервью на дому ;опрос, который проводится у респондентов на дому.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Door-to-door interview 
интервью неструктурированное ;Интервью неструктурированное ;тип индивидуальных глубинных интервью, при которых респонденту предоставляется максимальная свобода ответов в рамках тем, интересующих интервьюера.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Nondirective interview 
интервью онлайновые ;Интервью онлайновые ;интервью, при котором интервьюер зачитывает вопросы непосредственно с экрана компьютера или заносит их в компьютер при помощи клавиатуры.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;On-line interview 
интервью полуструктурированное/направленное индивидуальное ;Интервью полуструктурированное/направленное индивидуальное ;тип индивидуального глубинного интервью, в ходе которого интервьюер стремится обсудить с респондентом конкретный список тем.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Semistructured/focused individual Interview 
интервью структурированное ;Интервью структурированное ;тип индивидуальных глубинных интервью, во время которого интервьюер задает вопросы так, как они сформулированы в анкете, ничего не добавляя и не разъясняя респонденту. На вопросы возможны только три ответа: «да», «нет», «не знаю».;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Structured interview 
интервьюер ;Интервьюер ;участник исследования, задающий вопросы.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Interviewer 
интернет ;Интернет ;глобальная компьютерная сеть, благодаря которой пользователи могут получать и отправлять информацию, общаться между собой, совершать покупки, делать предложения, изучать спрос и проводить исследования предпочтений и запросов потребителей.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Internet 
интернет-сообщество, виртуальное потребительское ;Интернет-сообщество, виртуальное потребительское ;совокупность людей, которые общаются между собой через Интернет на базе общности интересов в плане получения информации о тех или иных конкретных аспектах процесса приобретения.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Virtual community of consumption 
интерфейс;Интерфейс;отображение минимально необходимой для выполнения пользователем очередного шага информации. Размещение элементов управления (кнопок, модулей, блоков, текста) на экране с учетом их смыслового значения, логической взаимосвязи и ценности для пользователя в конкретный момент времени. Проектируется для упрощения ориентации посетителей сайта в информационном пространстве.;https://webpromoexperts.com.ua/blog/36-terminov-internet-marketinga/;
информационная логистическая система ;Информационная логистическая система ;определенным образом организованная совокупность взаимосвязанных средств вычислительной техники, различных справочников и необходимых средств программирования, обеспечивающая решение тех или иных задач по управлению движением материальных потоков.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Information logistics system 
информация ;Информация ;сведения о лицах, предметах, фактах, событиях, явлениях и процессах, передаваемых людьми друг другу устным, письменным или другим способом.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;information 
информация внешняя ;Информация внешняя ;информация, находящаяся за пределами компании, которая собирается из внешних источников и используется для выработки и принятия ключевых решений.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;External information 
информация внутренняя ;Информация внутренняя ;информация, находящаяся внутри компании, которая собирается из внутренних источников (структурных подразделений и отделов) и используется для выработки и принятия эффективных управленческих решений.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;inside information 
информация конкурентная ;Информация конкурентная ;информация о компаниях-конкурентах, которую собирает участник рынка. Эта информация может включать в себя сведения о товарах, ценообразовании, рекламной стратегии клиентов, технических преимуществ и недостатках, слабых и сильных сторонах рыночного положения и т.д.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Competitive intelligence 
информация, словесный способ передачи «сарафанное радио» ;Информация, словесный способ передачи «сарафанное радио» ;неформальные формы и способы передачи устной информации о товаре от потребителя к потребителю.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;WOM-Word-of-mouth communication 
исследование «омнибусное» ;Исследование «омнибусное» ;исследование, регулярно проводящееся маркетинговыми агентствами. Спонсируется несколькими заказчиками, каждый из которых включает в анкету блок вопросов на интересующую его тематику.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Omnibus research 
исследование «пилотаж» ;Исследование «пилотаж» ;предварительное исследование, целью которого является определение основного круга проблем, нуждающихся в дальнейшем исследовании. Оно также может иметь целью тестирования инструментария: анкеты, опросника, наблюдательного листа, аппаратуры и т.д.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Pilot research 
исследование маркетинговое ;Исследование маркетинговое ;система поиска, сбора информации, анализа и обработки данных, необходимых для решения маркетинговых проблем и обеспечения принятия решений в компании на любом уровне.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Marketing research 
исследование панельное ;Исследование панельное ;сбор данных с использованием одной и той же выборки респондентов через определенные интервалы времени.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Panel research 
исследование полевое ;Исследование полевое ;сбор социологической информации на объектах, в реальных условиях, в непосредственном контакте с объектом исследования.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;field research 
исследование рекламы, тест-метод оценки отклика ;Исследование рекламы, тест-метод оценки отклика ;испытание рекламы с оценкой откликов на различные цены. Особенно важно, когда на рынок выводится новая продукция и необходимо оценить чувствительность к цене со стороны потребителей.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Offer test 
исследование телефонное ;Исследование телефонное ;индивидуальное интервью с респондентами, проводимое по телефону.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Telephone research 
исследование, обследование ;Исследование, обследование ;систематический сбор информации о потребительском поведении отдельных сегментов с использованием методов: анкетного, индивидуальных интервью, методом фокус-групп, почтового, Интернет опроса и интерпретация полученных данных посредством их обработки.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Research 
исследования зондирующие ;Исследования зондирующие ;разновидность маркетинговых исследований, проводящихся для уточнения проблемы, сути события, поиска идей и определения направлений будущих исследований. Как правило, это разновидности качественных исследований.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Probing research 
исследования информационные или синдикативные ;Исследования информационные или синдикативные ;это периодически получаемые заказчиком данные результатов исследований, которые проводились другими компаниями.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Syndicated redearch 
исследования каузальные ;Исследования каузальные ;разновидность маркетинговых исследований, направленных на установление причинно-следственных связей. Например, как повлияют на объем продаж та или иная цена, упаковка или реклама. Наиболее распространенный метод– управляемый эксперимент.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Causal research 
исследования оценочные ;Исследования оценочные ;исследования, имеющие своей целью оценить эффективность результатов различных маркетинговых программ, например, оценку способности потребителей вспомнить рекламу, имидж компании, степень удовлетворения потребителей качеством товаров и услуг.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Evaluative research 
исследования с целью выявления потребностей ;Исследования с целью выявления потребностей ;выявление неудовлетворенных потребностей на рынках и построение на этой основе маркетинговой стратегии.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Need research/identification 
исследователь ;Исследователь ;ученый или практик, проводящий исследование рынка на примере конкретного сегмента потребителей в отношении конкретного товара или торговой марки.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;researcher 
источник информации ;Источник информации ;человек, группа или институт, которые передают сообщение отдельному получателю или целевой аудитории.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;sender или source 
кампания ;Кампания ;серия рекламных передач и печатных сообщений, акций и мероприятий, рассчитанных на определенный период времени и связанных с общей темой и задачами.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Compaign 
канал маркетинговый ;Канал маркетинговый ;организация, состоящая из независимых учреждений и агентств, обеспечивающих доступность товаров и услуг конечным потребителям.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Marketing channel 
канал производителя прямой ;Канал производителя прямой ;продукция поставляется прямо со склада производителя, включая сервисное обслуживание.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Manufacturer-direct channel 
канал распределения ;Канал распределения ;маршрут движения товара от производителя к потребителю.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Distribution channel 
канал сбыта ;Канал сбыта ;цепь компаний, участвующих в покупке продаже товаров по мере их продвижения от производителя к потребителю. Включает производителя, посредников в лице оптовых и розничных продавцов, потребителей.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Sales channel 
канал сбытовой, «капитан» ;Канал сбытовой, «капитан» ;наиболее влиятельный участник торгово-распределительной сети товаров, включающий производителя, оптового продавца и розничного торговца. «Капитан» сбытового канала (обычно производитель) контролирует всю торгово-распределительную сеть и может настаивать на том, чтобы товары распределялись с учетом указанных им требований.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Channel captain 
канал сбытовой, конфликт ;Канал сбытовой, конфликт ;разногласия между участниками торгово-распределительной сети. Горизонтальный конфликт в сбытовом канале– это конфликт между розничными торговцами. Вертикальные конфликты возникают между розничными торговцами и их поставщиками, когда одна из сторон демонстрирует свое превосходство над другой.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Channel conflict 
канал, управление ;Канал, управление ;процесс увеличения эффективности работы посредников (middleman) производителем с точки зрения знания продукции, объема продаж и прибыльности.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Channel management 
каналы передачи информации ;Каналы передачи информации ;персональные (личные) каналы, охватывающие двух и более лиц, непосредственно связанных друг с другом, например, продавец и покупатель, и безличные, например, рекламный щит (billboard), наружная реклама (outdoor advertising) или любая другая форма массовых коммуникаций, не предусматривающая личного контакта.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Communication channels 
каналы продаж ;Каналы продаж ;прямая почтовая реклама (direct-mail advertising), агентства (agency) или газетные киоски (news stand).;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Channel of sales 
карта восприятия ;Карта восприятия ;способ, с помощью которого пытаются определить место различных марок (брендов) на «карте», отображающей их восприятие потребителем. Чем ближе марки на карте, тем больше они схожи, тем более схожим будет и отношение к ним потребителей.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Perceptual map 
карта кликов тепловая карта ;Карта кликов тепловая карта ;дает представления о востребованности посетителями функционала сайта (меню, баннеры, транзакционные элементы).;https://webpromoexperts.com.ua/blog/36-terminov-internet-marketinga/;
кастомизация;Кастомизация;адаптация продукта под конкретные требования и пожелания целевой аудитории покупателей.;https://kaplunoff.com/blog/marketing-i-prodazhi/237-marketing-words;
кастомизация ;Кастомизация ;процесс приспособления товаров и услуг под требования потребителя (customer), их «подгонка» под индивидуальные особенности и требования потребителя. Потребитель становится центром позиционирования товаров (производящим потребителем).;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Customersation 
квестомания ;Квестомания ;болезнь, при которой человек испытывает непреодолимое влечение к участию в исследованиях в качестве респондента. Полученная информация от квестоманов сомнительна.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Questomania 
квестофобия ;Квестофобия ;болезнь, при которой человек испытывает непреодолимый страх при ответах в качестве респондента. Заставить квестофобов отвечать на вопросы практически невозможно;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Questophobia 
квота ;Квота ;заданное исследователем количество потребителей, обладающих определенными качествами и свойствами, которые включаются в выборку при проведении анкетного опроса. Как правило, квоты определяются пропорционально распределению признаков генеральной совокупности (доход, образование, семейное положение, пол, возраст).;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Quota 
кейс-история ;Кейс-история ;представляет собой рассказ, содержащий положительную оценку потребителями известных марок компании или же положительный опыт разрешения проблемных рыночных ситуаций.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;case history 
кейс-метод ;Кейс-метод ;техника обучения, использующая описание реальных экономических и социальных ситуаций. Обучающиеся должны проанализировать ситуацию, разобраться в сути проблем, предложить возможные решения и выбрать лучшее из них. Различают полевые ситуации, основанные на реальном фактическом материале, и кресельные (вымышленные) кейсы.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Case 
клиент ;Клиент ;частное лицо, компания или организация, получающие профессиональные услуги от другой компании, организации или частного лица.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Client 
клиентская база данных ;Клиентская база данных ;данные о покупателях, их потребительском поведении и прошлых покупках, собранные в компьютере и организованные таким образом, чтобы их можно быстро извлечь для получения необходимой информации.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Customer database 
клиентский список ;Клиентский список ;перечень покупателей, который ведется компанией на бумаге (hard copy) или хранится в памяти компьютера для целей дальнейшей рекламно-пропагандистской деятельности.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Customer list 
кликабельность;Кликабельность;соотношение количества показов ссылки и количества нажатий на нее.;https://webpromoexperts.com.ua/blog/36-terminov-internet-marketinga/;
ключевые клиенты ;Ключевые клиенты ;наиболее привлекательные клиенты с точки зрения будущего развития компании. В маркетинге партнерских отношений ключевые клиенты рассматриваются как инвестиции в будущее.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Key сustomers 
ключевые факторы успеха ;Ключевые факторы успеха ;это конкурентные возможности, которые каждая компания стремится обеспечить, чтобы добиться большей конкурентноспособности и успехов в своем бизнесе.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Key success factors 
когорта ;Когорта ;группа граждан, имеющая возрастные различия не более чем на 12 лет, сформировавшаяся под влиянием одних и тех же политических, экономических и культурно-исторических обстоятельств.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Cohort 
код ;Код ;символическое представление некоторой информации.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Code 
код штриховой ;Код штриховой ;графическое, изображение, состоящее из ряда параллельных штрихов прямоугольной формы и пробелов между ними. Наносится на упаковку товара для продажи в розницу. Считывание штрихового кода на контрольной панели кассы позволяет видеть цену и характеристику товара, а компьютер ведет учет запасов товаров, минуя проданный товар.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Bar code, Scancode 
кодирование ;Кодирование ;присваивание ответам респондентов на анкету числовых значений (номеров).;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Coding 
кодировочный лист ;Кодировочный лист ;специальная страница в бумажной или электронной форме, на которую заносятся номера (коды) ответов респондента на вопросы анкеты.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Code list 
комиссионер ;Комиссионер ;оптовый посредник, осуществляющий закупку и продажу товара, не приобретая права собственности на товар. Получает за свои услуги комиссионные, размер которых зависит от оборота.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Commission agent 
комиссия посредника ;Комиссия посредника ;вознаграждение, выплачиваемое частному лицу или компании, за деловую операцию.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Finder’s fee 
коммерсанты-оптовики ;Коммерсанты-оптовики ;независимые оптовики, которые покупают товары, приобретая право собственности на них.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Merchant wholesalers 
коммуникативные каналы ;Коммуникативные каналы ;средства обеспечения обмена информацией с целевыми покупателями. К их числу относятся: газеты, журналы, радио, ТВ, почта, телефон, рекламные плакаты (постеры), рекламные листки, брошюры, буклеты, каталоги, проспекты, компакт-диски, аудиокассеты, Интернет.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Communicative channels 
коммуникатор ;Коммуникатор ;источник сообщения, обеспечивающий информацией получателя.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Communicator 
коммуникация ;Коммуникация ;процесс передачи сообщения, включающий, как правило, шесть элементов: источник, сообщение, канал коммуникации, получатель, а также процессы кодирования и декодирования.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Communication 
коммуникация маркетинговая ;Коммуникация маркетинговая ;процесс эффективного донесения информации о продукте или идее до целевой аудитории.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Marketing communication 
коммуникация массовая ;Коммуникация массовая ;система коммуникации, характеризующаяся отсутствием обратной связи и прямого контакта с получателем (реклама в СМИ).;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Mass communication 
коммуникация, личные каналы ;Коммуникация, личные каналы ;непосредственное общение двух или нескольких человек (собеседники, лектор и аудитория, телефонный контакт, личная переписка), предполагающее обратную связь.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Personal communication channel 
коммуникация, неличные каналы ;Коммуникация, неличные каналы ;опосредованное, не имеющее обратной связи распространение сообщений в основные СМИ с целью получения желаемых результатов и обеспечение проведения различных мероприятий.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Nonpersonal communication channel 
компания ;Компания ;объединение юридических и физических лиц для проведения различной экономической (производственной, торговой, посреднической, финансовой, страховой) деятельности. Имеет статус юридического лица.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Company 
компенсации ;Компенсации ;средство стимулирования продаж, при котором покупатели вправе получить возмещение части от продажной цены.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Rebates 
комплекс маркетинга «4р» ;Комплекс маркетинга «4Р» ;набор, поддающихся контролю факторов маркетинга, используемых компанией для достижения своих целей. Включает такие элементы, как: товар (product), цена товара (price), распространение товара (place), его продвижение (promotion),. Выражается в мнемонической форме «4Р».;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Marketing-mix 
комплекс продвижения ;Комплекс продвижения ;специфическое сочетание элементов продвижения, которое компания использует для достижения рекламных и маркетинговых целей. В его состав традиционно входит: реклама, личная продажа, стимулирование сбыта, связи с общественностью.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Promotional mix 
конкурентная стратегия ;Конкурентная стратегия ;конкурентное преимущество компании, которое она может достичь на рынке, относительно других конкурентов. Основной смысл конкурентных стратегий заключается в том, что они способствуют удержанию или увеличению компании определенной доли рынка.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Competitive strategics 
конкурентные преимущества ;Конкурентные преимущества ;факторы, определяющие превосходство компании над конкурентами, измеряемые экономическими показателями такими как: дополнительная прибыль, более высокая рентабельность, рыночная доля, объем продаж.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Competitive benefits 
конкурентный анализ ;Конкурентный анализ ;оценка конкурентной ситуации, степени конкурентных преимуществ собственной компании и конкурентов. Основная задача заключается в том, чтобы определить возможности и преимущества данной конкурентной ситуации.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Competitive analysis 
конкурентоспособность ;Конкурентоспособность ;позиция компании, место на рынке, позволяющее ее продукции или услуге конкурировать с другой продукцией или услугами.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Competitive position, Competitiveness 
конкуренты ;Конкуренты ;рыночные субъекты, осуществляющие свою деятельность в одном рыночном пространстве. Различают четыре основных вида конкуренции– монополистическая, олигополистическая, монополистическая конкуренция, чистая конкуренция.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Competitors 
конкуренция ;Конкуренция ;это процесс взаимодействия и противоборства различных операторов рынка, собственников товаров и услуг за наиболее выгодные условия их производства и реализации потребителям.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Competition 
конкуренция всеобщая ;Конкуренция всеобщая ;рыночная ситуация, где рассматривается в роли соперников те компании, которые борются за деньги одних и тех же потребителей.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Total competition, straight competition 
конкуренция глобальная ;Конкуренция глобальная ;конкурентная ситуация, при которой фирмы разрабатывают, производят и реализуют свои товары и услуги по всему миру.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Global competition 
конкуренция монополистическая ;Конкуренция монополистическая ;конкуренция между большим числом конкурентов, выступающих с самыми разнообразными предложениями на отдельных сегментах рынка, где они могут продать продукт по более высокой цене. Этот вид конкуренции занимает промежуточное положение между чистой конкуренцией и олигополией.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Monopolistic competition 
конкуренция неценовая ;Конкуренция неценовая ;рыночный подход, при котором стоимость продукции минимизируется, а другие рыночные факторы максимизируются путем придания продукции наиболее отличительных выгодных качеств, например, особый дизайн, высокие эксплуатационные характеристики, доступность, гарантийное обслуживание и т.д.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Nonprice competition 
конкуренция олигополистическая ;Конкуренция олигополистическая ;разновидность конкуренции, где небольшое число продавцов устанавливают согласованные между собой цены на товары и торгуют с большим количеством покупателей. Новым продавцам сложно проникнуть на этот рынок.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Oligopolistic сompetition 
конкуренция отраслевая ;Конкуренция отраслевая ;рыночная ситуация в отрасли, где компания считает своими соперниками компании-производителей тех же самых продуктов или класса товаров.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Industrial competition 
конкуренция торговых марок ;Конкуренция торговых марок ;уровень конкуренции компании, где в качестве ее соперников выступают поставщики товаров/услуг с аналогичными продуктами, предлагаемые тем же самым целевым рынкам по сходным ценам.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Brand competition 
конкуренция чистая ;Конкуренция чистая ;рыночная ситуация, где имеется множество продавцов и покупателей какого-либо схожего товарного продукта. При этом ни покупатель, ни продавец не могут оказать большого влияния на уровень текущих рыночных цен.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Pure competition 
конкуренция, чистая монополия ;Конкуренция, чистая монополия ;рыночная ситуация, когда на определенном товарном рынке торгует всего один продавец. Часто это государственная организация. Например, Газпром, РАО ЕЭС, ОАО РЖД.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Pure monopolistic market 
консалтинг ;Консалтинг ;деятельность специализированных маркетинговых компаний, консультирующие производителей, продавцов, покупателей по широкому кругу вопросов в сфере экономики, управления, сбыта, ценообразования, продвижения продукции, исследования и прогнозирования рынка товаров и услуг, вывода на рынок новых продуктов, инноваций и других.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Consulting 
консультант по маркетингу, ;Консультант по маркетингу, ;частное лицо, представитель компании или сама компания по вопросам управления, анализа и поиска решения деловых проблем маркетинговыми инструментами.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Management consultant 
